id_radarcongresso
1204474
1204351
1204396
1220624
1160674
1160604
1233218
198057
1220675
1220638
1220618
1178966
1143942
1220542
1178970
1220533
1204573
1153423
1204495
1121948
1178854
1204368
173441
1204473
1178835
1205476
188256
1218086
1220700
174428
1204567
1221328
1204540
174084
1178895
1220682
1160599
1204356
1220589
1141398
1224117
1160552
1220543
1160600
1163321
1204501
1141516
1204563
1226837
1204457
1220606
1204504
1160592
1175765
1204508
1220639
1220549
1136811
1220626
1160517
1220688
1220594
1178866
1220625
1160575
1204408
1204480
1220635
1230768
174550
1161550
1220610
174848
1204412
1220633
1138286
1220569
1220547
1220551
174079
1178929
1220553
174057
1220654
1223128
1204367
1141408
1204376
1220687
174299
1150418
1220690
1220560
1204479
1178927
1220653
1204426
1204526
1204409
1215043
1220701
1204410
1178985
1123756
1204388
1220619
1204512
174283
1178946
1209787
1204497
1220540
1220573
1178997
174374
1220656
1220695
1220616
1141531
1160559
1160976
1226179
1230767
198615
1160758
1204360
1230957
1204472
1209189
1220571
1160673
1220662
1204378
1160635
1204535
1220585
1160569
1123086
174095
1160556
1220599
1220671
1221148
1152605
1220561
1204517
1220570
174398
173701
1226708
1204462
1178989
1220588
1220607
1221329
172442
1220611
1220530
1220696
1220683
1204494
1122974
1205550
1204372
1220707
1220568
1107970
1188097
1178857
191228
1220608
1204456
1204536
1220669
1141485
174044
1220706
174356
1178983
1204369
1204391
1204570
1162332
1220629
1220563
1220621
1204422
1204488
1220651
1220528
1204498
1160601
1204431
1204453
1166402
1220667
1160640
1178887
1204511
1204444
1178910
1137070
1178881
1160591
1204534
1220641
1220630
1178860
1220583
1141456
1204423
1204407
1220576
1220660
1205865
1220591
1204518
1220598
181055
174574
1220649
1220581
1220623
1220659
173801
1162067
1220582
174253
174270
1220661
1220694
1160610
173778
1178972
1160161
173531
1204572
1220684
1157130
1220597
166828
1141450
1204358
1229432
174060
1178986
1230762
1160558
1220554
1178943
1204364
1220529
1160527
1220631
1178873
174075
1220532
1178931
1220613
1220550
1171617
1160538
1220681
1220544
1220559
1220536
173579
174043
173768
1141431
1160541
1204524
1220640
1141459
173788
1204460
1220670
174856
174537
1220605
174317
1141470
1204390
1204560
1204492
1180214
1160553
1178934
1220548
1220539
198148
1204355
1204362
1178975
1220702
1222429
166385
1220595
1221338
173604
1179000
1220666
1220658
1178964
1160518
1204374
1220655
1220612
1220647
1141555
1171623
1204482
174400
1220657
1204450
174383
1220628
1141391
1178858
1220645
1220620
1204481
174262
1220590
1220699
1204436
174376
1220545
1161440
1220704
1220652
1220546
174554
1178933
1204398
1220693
1204486
1178992
174371
1220537
1133439
1160561
174171
1178829
174141
173486
1220584
1204464
1109429
1225730
174090
1191923
180815
1178876
1104552
1220603
1220663
1178937
1220674
1178987
1160535
1220558
1204427
174467
1204406
1178993
1220708
1156190
1204566
1220676
1204441
1220572
174784
1220692
1204394
174646
1160629
1160548
1220714
1220574
1160510
1220650
1220534
1220648
1178963
1160665
1204525
1220592
1160512
1178954
1204365
1220703
192102
173433
1204550
1220604
174858
1178896
1179001
1160666
1141411
1178886
1122158
1204559
1220646
1220557
1220689
1220566
1227433
1160642
1220715
1220668
1220642
174159
1178947
1198783
1178871
192346
174041
1206018
1220691
1143632
1220565
1220644
1220555
1204574
1220622
1198197
1220664
174158
1220538
1204445
1204416
1213762
1220686
1160598
174478
1220567
1204449
1204404
1220609
1204506
1224333
1139285
1220556
1204520
1220564
1220617
1220602
1220685
1178884
1220665
174585
1204379
1220527
174273
1210989
1220672
1133810
169871
1204549
174160
1231911
1141487
1160632
1220586
1204489
1220677
1204395
1141421
1204528
192699
1204455
174156
173692
1204553
1220615
1220712
1141518
1171786
1178908
1204539
1165470
1220552
1204459
1160588
1220673
1230765
174161
192776
1204387
1204485
1220632
1141458
1204491
1220578
1220697
162881
1204411
1204571
1204557
1141464
1178843
