;id;afavor;n;total;trimestre;perc_governismo
1180;1178887;628.0;642.0;98.0;2023-10-01;99.0
1181;1178895;411.0;482.0;85.0;2023-10-01;98.0
1182;1178896;223.0;293.0;76.0;2023-10-01;73.0
1183;1178908;111.0;458.0;24.0;2023-10-01;28.0
1184;1178910;164.0;569.0;29.0;2023-10-01;31.0
1185;1178927;318.0;341.0;93.0;2023-10-01;91.0
1186;1178929;296.0;507.0;58.0;2023-10-01;62.0
1187;1178931;492.0;519.0;95.0;2023-10-01;95.0
1188;1178933;373.0;496.0;75.0;2023-10-01;88.0
1189;1178934;454.0;548.0;83.0;2023-10-01;91.0
1190;1178937;56.0;206.0;27.0;2023-10-01;30.0
1191;1178943;185.0;301.0;61.0;2023-10-01;74.0
1192;1178946;151.0;497.0;30.0;2023-10-01;41.0
1193;1178947;66.0;282.0;23.0;2023-10-01;33.0
1194;1178954;221.0;353.0;63.0;2023-10-01;95.0
1195;1178963;169.0;486.0;35.0;2023-10-01;52.0
1196;1178964;359.0;404.0;89.0;2023-10-01;93.0
1197;1178966;149.0;406.0;37.0;2023-10-01;49.0
1198;1178970;457.0;475.0;96.0;2023-10-01;97.0
1199;1178972;213.0;268.0;79.0;2023-10-01;78.0
1200;1178975;309.0;358.0;86.0;2023-10-01;96.0
1201;1178983;115.0;552.0;21.0;2023-10-01;29.0
1202;1178985;142.0;545.0;26.0;2023-10-01;34.0
1203;1178986;559.0;570.0;98.0;2023-10-01;100.0
1204;1178987;502.0;521.0;96.0;2023-10-01;94.0
1205;1178989;295.0;335.0;88.0;2023-10-01;96.0
1206;1178992;378.0;476.0;79.0;2023-10-01;81.0
1207;1178993;409.0;530.0;77.0;2023-10-01;92.0
1208;1178997;408.0;475.0;86.0;2023-10-01;94.0
1209;1179000;112.0;441.0;25.0;2023-10-01;34.0
1210;1179001;372.0;442.0;84.0;2023-10-01;93.0
1211;1180214;179.0;503.0;36.0;2023-10-01;56.0
1212;1188097;589.0;601.0;98.0;2023-10-01;97.0
1213;1191923;638.0;658.0;97.0;2023-10-01;97.0
1214;1198197;226.0;383.0;59.0;2023-10-01;83.0
1215;1198783;437.0;460.0;95.0;2023-10-01;98.0
1216;1204351;310.0;549.0;56.0;2023-10-01;63.0
1217;1204355;444.0;557.0;80.0;2023-10-01;89.0
1218;1204356;478.0;574.0;83.0;2023-10-01;90.0
1219;1204358;311.0;428.0;73.0;2023-10-01;89.0
1220;1204360;230.0;509.0;45.0;2023-10-01;40.0
1221;1204362;74.0;270.0;27.0;2023-10-01;35.0
1222;1204364;135.0;461.0;29.0;2023-10-01;31.0
1223;1204365;116.0;667.0;17.0;2023-10-01;30.0
1224;1204367;95.0;484.0;20.0;2023-10-01;32.0
1225;1204368;289.0;535.0;54.0;2023-10-01;80.0
1226;1204369;118.0;659.0;18.0;2023-10-01;23.0
1227;1204372;282.0;349.0;81.0;2023-10-01;0.0
1228;1204374;115.0;558.0;21.0;2023-10-01;34.0
1229;1204376;26.0;92.0;28.0;2023-10-01;
1230;1204378;127.0;546.0;23.0;2023-10-01;32.0
1231;1204379;373.0;443.0;84.0;2023-10-01;93.0
1232;1204387;120.0;600.0;20.0;2023-10-01;34.0
1233;1204388;149.0;573.0;26.0;2023-10-01;37.0
1234;1204390;127.0;471.0;27.0;2023-10-01;37.0
1235;1204391;345.0;419.0;82.0;2023-10-01;80.0
1236;1204394;599.0;632.0;95.0;2023-10-01;96.0
1237;1204395;144.0;375.0;38.0;2023-10-01;63.0
1238;1204396;157.0;359.0;44.0;2023-10-01;51.0
1239;1204398;259.0;557.0;46.0;2023-10-01;73.0
1240;1204404;255.0;642.0;40.0;2023-10-01;51.0
1241;1204406;230.0;490.0;47.0;2023-10-01;47.0
1242;1204407;385.0;477.0;81.0;2023-10-01;77.0
1243;1204408;436.0;506.0;86.0;2023-10-01;94.0
1244;1204409;246.0;501.0;49.0;2023-10-01;63.0
1245;1204410;237.0;353.0;67.0;2023-10-01;97.0
1246;1204411;72.0;312.0;23.0;2023-10-01;37.0
1247;1204412;279.0;535.0;52.0;2023-10-01;61.0
1248;1204416;109.0;536.0;20.0;2023-10-01;32.0
1249;1204422;384.0;444.0;86.0;2023-10-01;88.0
1250;1204423;107.0;327.0;33.0;2023-10-01;45.0
1251;1204426;584.0;596.0;98.0;2023-10-01;97.0
1252;1204427;148.0;438.0;34.0;2023-10-01;61.0
1253;1204431;442.0;491.0;90.0;2023-10-01;98.0
1254;1204436;173.0;194.0;89.0;2023-10-01;94.0
1255;1204441;254.0;404.0;63.0;2023-10-01;83.0
1256;1204444;108.0;429.0;25.0;2023-10-01;53.0
1257;1204445;503.0;514.0;98.0;2023-10-01;100.0
1258;1204449;54.0;205.0;26.0;2023-10-01;
1259;1204450;141.0;169.0;83.0;2023-10-01;80.0
1260;1204453;495.0;520.0;95.0;2023-10-01;100.0
1261;1204455;135.0;587.0;23.0;2023-10-01;35.0
1262;1204456;466.0;537.0;87.0;2023-10-01;96.0
1263;1204457;450.0;517.0;87.0;2023-10-01;90.0
1264;1204459;452.0;464.0;97.0;2023-10-01;100.0
1265;1204460;97.0;516.0;19.0;2023-10-01;32.0
1266;1204462;90.0;542.0;17.0;2023-10-01;10.0
1267;1204464;359.0;442.0;81.0;2023-10-01;82.0
1268;1204472;124.0;496.0;25.0;2023-10-01;39.0
1269;1204473;141.0;539.0;26.0;2023-10-01;34.0
1270;1204474;317.0;404.0;78.0;2023-10-01;
1271;1204479;115.0;527.0;22.0;2023-10-01;9.0
1272;1204480;542.0;554.0;98.0;2023-10-01;98.0
1273;1204481;133.0;529.0;25.0;2023-10-01;43.0
1274;1204482;231.0;259.0;89.0;2023-10-01;90.0
1275;1204485;205.0;493.0;42.0;2023-10-01;47.0
1276;1204486;530.0;567.0;93.0;2023-10-01;95.0
1277;1204488;314.0;362.0;87.0;2023-10-01;100.0
1278;1204489;298.0;316.0;94.0;2023-10-01;
1279;1204491;415.0;504.0;82.0;2023-10-01;91.0
1280;1204492;542.0;548.0;99.0;2023-10-01;100.0
1281;1204494;170.0;189.0;90.0;2023-10-01;95.0
1282;1204495;511.0;519.0;98.0;2023-10-01;100.0
1283;1204497;413.0;508.0;81.0;2023-10-01;98.0
1284;1204498;382.0;506.0;75.0;2023-10-01;92.0
1285;1204501;607.0;623.0;97.0;2023-10-01;96.0
1286;1204504;417.0;502.0;83.0;2023-10-01;96.0
1287;1204506;294.0;339.0;87.0;2023-10-01;95.0
1288;1204508;464.0;516.0;90.0;2023-10-01;94.0
1289;1204511;159.0;339.0;47.0;2023-10-01;57.0
1290;1204512;464.0;645.0;72.0;2023-10-01;76.0
1291;1204517;124.0;287.0;43.0;2023-10-01;64.0
1292;1204518;119.0;418.0;28.0;2023-10-01;46.0
1293;1204520;75.0;403.0;19.0;2023-10-01;29.0
1294;1204524;214.0;273.0;78.0;2023-10-01;85.0
1295;1204525;181.0;518.0;35.0;2023-10-01;41.0
1296;1204526;92.0;524.0;18.0;2023-10-01;26.0
1297;1204528;111.0;574.0;19.0;2023-10-01;35.0
1298;1204534;483.0;543.0;89.0;2023-10-01;90.0
1299;1204535;446.0;568.0;79.0;2023-10-01;79.0
1300;1204536;132.0;556.0;24.0;2023-10-01;45.0
1301;1204539;345.0;407.0;85.0;2023-10-01;96.0
1302;1204540;429.0;561.0;76.0;2023-10-01;90.0
1303;1204549;349.0;402.0;87.0;2023-10-01;92.0
1304;1204550;172.0;215.0;80.0;2023-10-01;88.0
1305;1204553;519.0;566.0;92.0;2023-10-01;100.0
1306;1204557;397.0;486.0;82.0;2023-10-01;97.0
1307;1204559;418.0;426.0;98.0;2023-10-01;98.0
1308;1204560;281.0;333.0;84.0;2023-10-01;86.0
1309;1204563;136.0;285.0;48.0;2023-10-01;80.0
1310;1204566;345.0;364.0;95.0;2023-10-01;98.0
1311;1204567;366.0;415.0;88.0;2023-10-01;100.0
1312;1204570;125.0;352.0;36.0;2023-10-01;67.0
1313;1204571;314.0;383.0;82.0;2023-10-01;89.0
1314;1204572;132.0;564.0;23.0;2023-10-01;26.0
1315;1204573;412.0;486.0;85.0;2023-10-01;96.0
1316;1204574;236.0;282.0;84.0;2023-10-01;96.0
1317;1205476;470.0;528.0;89.0;2023-10-01;98.0
1318;1205550;448.0;555.0;81.0;2023-10-01;90.0
1319;1205865;196.0;437.0;45.0;2023-10-01;69.0
1320;1206018;394.0;471.0;84.0;2023-10-01;86.0
1321;1209189;498.0;513.0;97.0;2023-10-01;100.0
1322;1209787;110.0;577.0;19.0;2023-10-01;31.0
1323;1210989;414.0;485.0;85.0;2023-10-01;95.0
1324;1213762;57.0;137.0;42.0;2023-10-01;
1325;1215043;345.0;458.0;75.0;2023-10-01;94.0
1326;1218086;417.0;490.0;85.0;2023-10-01;94.0
1327;1220527;576.0;585.0;98.0;2023-10-01;100.0
1328;1220528;449.0;514.0;87.0;2023-10-01;93.0
1329;1220529;555.0;629.0;88.0;2023-10-01;89.0
1330;1220530;152.0;578.0;26.0;2023-10-01;44.0
1331;1220532;361.0;449.0;80.0;2023-10-01;93.0
1332;1220533;533.0;562.0;95.0;2023-10-01;94.0
1333;1220534;405.0;512.0;79.0;2023-10-01;88.0
1334;1220536;517.0;622.0;83.0;2023-10-01;92.0
1335;1220537;315.0;358.0;88.0;2023-10-01;98.0
1336;1220538;415.0;487.0;85.0;2023-10-01;91.0
1337;1220539;504.0;585.0;86.0;2023-10-01;93.0
1338;1220540;349.0;434.0;80.0;2023-10-01;96.0
1339;1220542;342.0;437.0;78.0;2023-10-01;89.0
1340;1220543;539.0;678.0;79.0;2023-10-01;88.0
1341;1220544;467.0;560.0;83.0;2023-10-01;94.0
1342;1220545;137.0;553.0;25.0;2023-10-01;39.0
1343;1220546;103.0;589.0;17.0;2023-10-01;29.0
1344;1220547;116.0;671.0;17.0;2023-10-01;27.0
1345;1220548;496.0;513.0;97.0;2023-10-01;95.0
1346;1220549;178.0;505.0;35.0;2023-10-01;58.0
1347;1220550;140.0;635.0;22.0;2023-10-01;30.0
1348;1220551;320.0;546.0;59.0;2023-10-01;79.0
1349;1220552;143.0;664.0;22.0;2023-10-01;35.0
1350;1220553;517.0;535.0;97.0;2023-10-01;95.0
1351;1220554;484.0;499.0;97.0;2023-10-01;95.0
1352;1220555;469.0;493.0;95.0;2023-10-01;100.0
1353;1220556;520.0;529.0;98.0;2023-10-01;100.0
1354;1220557;124.0;541.0;23.0;2023-10-01;37.0
1355;1220558;107.0;541.0;20.0;2023-10-01;27.0
1356;1220559;100.0;572.0;17.0;2023-10-01;25.0
1357;1220560;349.0;438.0;80.0;2023-10-01;84.0
1358;1220561;504.0;601.0;84.0;2023-10-01;91.0
1359;1220563;316.0;456.0;69.0;2023-10-01;97.0
1360;1220564;334.0;395.0;85.0;2023-10-01;92.0
1361;1220565;485.0;494.0;98.0;2023-10-01;99.0
1362;1220566;332.0;423.0;78.0;2023-10-01;79.0
1363;1220567;338.0;402.0;84.0;2023-10-01;94.0
1364;1220568;90.0;527.0;17.0;2023-10-01;20.0
1365;1220569;282.0;481.0;59.0;2023-10-01;66.0
1366;1220570;354.0;445.0;80.0;2023-10-01;98.0
1367;1220571;290.0;592.0;49.0;2023-10-01;68.0
1368;1220572;285.0;383.0;74.0;2023-10-01;87.0
1369;1220573;432.0;463.0;93.0;2023-10-01;100.0
1370;1220574;126.0;602.0;21.0;2023-10-01;33.0
1371;1220576;181.0;653.0;28.0;2023-10-01;43.0
1372;1220578;540.0;599.0;90.0;2023-10-01;95.0
1373;1220581;524.0;551.0;95.0;2023-10-01;98.0
1374;1220582;417.0;447.0;93.0;2023-10-01;98.0
1375;1220583;249.0;607.0;41.0;2023-10-01;66.0
1376;1220584;489.0;553.0;88.0;2023-10-01;89.0
1377;1220585;331.0;397.0;83.0;2023-10-01;91.0
1378;1220586;459.0;508.0;90.0;2023-10-01;98.0
1379;1220588;377.0;716.0;53.0;2023-10-01;71.0
1380;1220589;225.0;456.0;49.0;2023-10-01;80.0
1381;1220590;214.0;539.0;40.0;2023-10-01;56.0
1382;1220591;471.0;505.0;93.0;2023-10-01;100.0
1383;1220592;429.0;495.0;87.0;2023-10-01;92.0
1384;1220594;153.0;582.0;26.0;2023-10-01;34.0
1385;1220595;143.0;622.0;23.0;2023-10-01;33.0
1386;1220597;283.0;522.0;54.0;2023-10-01;84.0
1387;1220598;541.0;648.0;83.0;2023-10-01;89.0
1388;1220599;446.0;568.0;79.0;2023-10-01;82.0
1389;1220602;502.0;512.0;98.0;2023-10-01;97.0
1390;1220603;377.0;496.0;76.0;2023-10-01;79.0
1391;1220604;446.0;502.0;89.0;2023-10-01;93.0
1392;1220605;540.0;574.0;94.0;2023-10-01;97.0
1393;1220606;536.0;547.0;98.0;2023-10-01;98.0
1394;1220607;516.0;569.0;91.0;2023-10-01;93.0
1395;1220608;276.0;546.0;51.0;2023-10-01;52.0
1396;1220609;239.0;498.0;48.0;2023-10-01;76.0
1397;1220610;173.0;507.0;34.0;2023-10-01;53.0
1398;1220611;145.0;567.0;26.0;2023-10-01;33.0
1399;1220612;513.0;602.0;85.0;2023-10-01;88.0
1400;1220613;164.0;570.0;29.0;2023-10-01;36.0
1401;1220615;490.0;585.0;84.0;2023-10-01;83.0
1402;1220616;366.0;484.0;76.0;2023-10-01;70.0
1403;1220617;446.0;531.0;84.0;2023-10-01;95.0
1404;1220618;350.0;522.0;67.0;2023-10-01;66.0
1405;1220619;122.0;658.0;19.0;2023-10-01;23.0
1406;1220620;265.0;576.0;46.0;2023-10-01;62.0
1407;1220621;108.0;589.0;18.0;2023-10-01;32.0
1408;1220622;440.0;505.0;87.0;2023-10-01;94.0
1409;1220623;423.0;480.0;88.0;2023-10-01;89.0
1410;1220624;485.0;633.0;77.0;2023-10-01;76.0
1411;1220625;335.0;448.0;75.0;2023-10-01;63.0
1412;1220626;339.0;566.0;60.0;2023-10-01;84.0
1413;1220628;118.0;511.0;23.0;2023-10-01;26.0
1414;1220629;457.0;467.0;98.0;2023-10-01;98.0
1415;1220630;431.0;580.0;74.0;2023-10-01;84.0
1416;1220631;416.0;525.0;79.0;2023-10-01;71.0
1417;1220632;550.0;565.0;97.0;2023-10-01;100.0
1418;1220633;70.0;429.0;16.0;2023-10-01;23.0
1419;1220635;458.0;553.0;83.0;2023-10-01;94.0
1420;1220638;290.0;568.0;51.0;2023-10-01;49.0
1421;1220639;428.0;512.0;84.0;2023-10-01;83.0
1422;1220640;469.0;488.0;96.0;2023-10-01;100.0
1423;1220641;478.0;547.0;87.0;2023-10-01;94.0
1424;1220642;212.0;257.0;82.0;2023-10-01;
1425;1220644;186.0;605.0;31.0;2023-10-01;51.0
1426;1220645;360.0;429.0;84.0;2023-10-01;84.0
1427;1220646;284.0;322.0;88.0;2023-10-01;94.0
1428;1220647;293.0;364.0;80.0;2023-10-01;89.0
1429;1220648;376.0;469.0;80.0;2023-10-01;90.0
1430;1220649;290.0;429.0;68.0;2023-10-01;88.0
1431;1220650;374.0;511.0;73.0;2023-10-01;83.0
1432;1220651;298.0;426.0;70.0;2023-10-01;93.0
1433;1220652;142.0;600.0;24.0;2023-10-01;34.0
1434;1220653;327.0;522.0;63.0;2023-10-01;80.0
1435;1220654;119.0;651.0;18.0;2023-10-01;29.0
1436;1220655;94.0;485.0;19.0;2023-10-01;33.0
1437;1220656;469.0;602.0;78.0;2023-10-01;79.0
1438;1220657;88.0;426.0;21.0;2023-10-01;34.0
1439;1220658;391.0;477.0;82.0;2023-10-01;97.0
1440;1220659;199.0;526.0;38.0;2023-10-01;71.0
1441;1220660;346.0;408.0;85.0;2023-10-01;
1442;1220661;209.0;409.0;51.0;2023-10-01;89.0
1443;1220662;523.0;550.0;95.0;2023-10-01;98.0
1444;1220663;516.0;546.0;95.0;2023-10-01;95.0
1445;1220664;503.0;547.0;92.0;2023-10-01;95.0
1446;1220665;128.0;458.0;28.0;2023-10-01;43.0
1447;1220666;150.0;613.0;24.0;2023-10-01;32.0
1448;1220667;561.0;580.0;97.0;2023-10-01;97.0
1449;1220668;552.0;571.0;97.0;2023-10-01;96.0
1450;1220669;438.0;509.0;86.0;2023-10-01;94.0
1451;1220670;436.0;478.0;91.0;2023-10-01;100.0
1452;1220671;553.0;562.0;98.0;2023-10-01;100.0
1453;1220672;441.0;512.0;86.0;2023-10-01;96.0
1454;1220673;116.0;518.0;22.0;2023-10-01;39.0
1455;1220674;306.0;358.0;85.0;2023-10-01;83.0
1456;1220675;424.0;487.0;87.0;2023-10-01;96.0
1457;1220676;394.0;447.0;88.0;2023-10-01;98.0
1458;1220677;446.0;499.0;89.0;2023-10-01;97.0
1459;1220681;324.0;366.0;89.0;2023-10-01;98.0
1460;1220682;518.0;538.0;96.0;2023-10-01;98.0
1461;1220683;453.0;582.0;78.0;2023-10-01;84.0
1462;1220684;349.0;472.0;74.0;2023-10-01;86.0
1463;1220685;411.0;540.0;76.0;2023-10-01;91.0
1464;1220686;521.0;582.0;90.0;2023-10-01;92.0
1465;1220687;369.0;419.0;88.0;2023-10-01;98.0
1466;1220688;544.0;556.0;98.0;2023-10-01;97.0
1467;1220689;139.0;292.0;48.0;2023-10-01;79.0
1468;1220690;138.0;581.0;24.0;2023-10-01;33.0
1469;1220691;525.0;600.0;88.0;2023-10-01;91.0
1470;1220692;403.0;468.0;86.0;2023-10-01;94.0
1471;1220693;115.0;439.0;26.0;2023-10-01;42.0
1472;1220694;438.0;489.0;90.0;2023-10-01;100.0
1473;1220695;420.0;510.0;82.0;2023-10-01;92.0
1474;1220696;541.0;553.0;98.0;2023-10-01;98.0
1475;1220697;374.0;418.0;89.0;2023-10-01;98.0
1476;1220699;463.0;506.0;92.0;2023-10-01;98.0
1477;1220700;502.0;506.0;99.0;2023-10-01;100.0
1478;1220701;495.0;574.0;86.0;2023-10-01;95.0
1479;1220702;245.0;318.0;77.0;2023-10-01;91.0
1480;1220703;480.0;541.0;89.0;2023-10-01;89.0
1481;1220704;429.0;433.0;99.0;2023-10-01;100.0
1482;1220706;158.0;302.0;52.0;2023-10-01;69.0
1483;1220707;320.0;355.0;90.0;2023-10-01;90.0
1484;1220708;533.0;582.0;92.0;2023-10-01;95.0
1485;1220712;294.0;349.0;84.0;2023-10-01;86.0
1486;1220714;477.0;569.0;84.0;2023-10-01;93.0
1487;1220715;341.0;468.0;73.0;2023-10-01;84.0
1488;1221148;584.0;593.0;98.0;2023-10-01;99.0
1489;1221328;143.0;532.0;27.0;2023-10-01;37.0
1490;1221329;150.0;187.0;80.0;2023-10-01;81.0
1491;1221338;464.0;558.0;83.0;2023-10-01;88.0
1492;1222429;451.0;548.0;82.0;2023-10-01;92.0
1493;1223128;343.0;500.0;69.0;2023-10-01;95.0
1494;1224117;463.0;554.0;84.0;2023-10-01;93.0
1495;1224333;514.0;522.0;98.0;2023-10-01;98.0
1496;1225730;147.0;163.0;90.0;2023-10-01;94.0
1497;1226179;403.0;622.0;65.0;2023-10-01;79.0
1498;1226708;220.0;395.0;56.0;2023-10-01;100.0
1499;1226837;312.0;371.0;84.0;2023-10-01;
1500;1227433;252.0;329.0;77.0;2023-10-01;
1501;1229432;40.0;149.0;27.0;2023-10-01;
1502;1230762;56.0;83.0;67.0;2023-10-01;
1503;1230765;129.0;133.0;97.0;2023-10-01;
1504;1230767;27.0;146.0;18.0;2023-10-01;
1505;1230768;106.0;126.0;84.0;2023-10-01;
1506;1230957;85.0;98.0;87.0;2023-10-01;
1507;1231911;115.0;116.0;99.0;2023-10-01;
1508;1233218;19.0;28.0;68.0;2023-10-01;
1509;162881;336.0;420.0;80.0;2024-01-01;88.0
1510;166385;403.0;472.0;85.0;2024-01-01;92.0
1511;166828;393.0;468.0;84.0;2024-01-01;91.0
1512;169871;624.0;634.0;98.0;2024-01-01;97.0
1513;172442;397.0;427.0;93.0;2024-01-01;98.0
1514;173433;533.0;542.0;98.0;2024-01-01;97.0
1515;173441;361.0;447.0;81.0;2024-01-01;81.0
1516;173486;417.0;489.0;85.0;2024-01-01;88.0
1517;173531;426.0;521.0;82.0;2024-01-01;78.0
1518;173579;146.0;560.0;26.0;2024-01-01;19.0
1519;173604;526.0;552.0;95.0;2024-01-01;94.0
1520;173692;113.0;465.0;24.0;2024-01-01;19.0
1521;173701;464.0;472.0;98.0;2024-01-01;96.0
1522;173768;389.0;540.0;72.0;2024-01-01;78.0
1523;173778;360.0;432.0;83.0;2024-01-01;75.0
1524;173788;69.0;87.0;79.0;2024-01-01;100.0
1525;173801;592.0;608.0;97.0;2024-01-01;95.0
1526;174041;714.0;728.0;98.0;2024-01-01;95.0
1527;174043;109.0;364.0;30.0;2024-01-01;24.0
1528;174044;361.0;413.0;87.0;2024-01-01;86.0
1529;174057;583.0;599.0;97.0;2024-01-01;96.0
1530;174060;500.0;514.0;97.0;2024-01-01;97.0
1531;174075;331.0;337.0;98.0;2024-01-01;96.0
1532;174079;300.0;334.0;90.0;2024-01-01;93.0
1533;174084;401.0;578.0;69.0;2024-01-01;77.0
1534;174090;376.0;416.0;90.0;2024-01-01;92.0
1535;174095;212.0;256.0;83.0;2024-01-01;
1536;174141;516.0;528.0;98.0;2024-01-01;95.0
1537;174156;481.0;493.0;98.0;2024-01-01;97.0
1538;174158;383.0;416.0;92.0;2024-01-01;94.0
1539;174159;553.0;568.0;97.0;2024-01-01;95.0
1540;174160;568.0;585.0;97.0;2024-01-01;95.0
1541;174161;374.0;383.0;98.0;2024-01-01;95.0
1542;174171;558.0;665.0;84.0;2024-01-01;87.0
1543;174253;350.0;399.0;88.0;2024-01-01;93.0
1544;174262;303.0;507.0;60.0;2024-01-01;74.0
1545;174270;78.0;123.0;63.0;2024-01-01;60.0
1546;174273;143.0;520.0;28.0;2024-01-01;24.0
1547;174283;516.0;525.0;98.0;2024-01-01;97.0
1548;174299;332.0;358.0;93.0;2024-01-01;98.0
1549;174317;387.0;440.0;88.0;2024-01-01;94.0
1550;174356;286.0;355.0;81.0;2024-01-01;81.0
1551;174371;452.0;457.0;99.0;2024-01-01;96.0
1552;174374;471.0;543.0;87.0;2024-01-01;90.0
1553;174376;521.0;533.0;98.0;2024-01-01;97.0
1554;174383;103.0;322.0;32.0;2024-01-01;24.0
1555;174398;423.0;439.0;96.0;2024-01-01;92.0
1556;174400;131.0;133.0;98.0;2024-01-01;
1557;174428;240.0;570.0;42.0;2024-01-01;39.0
1558;174467;412.0;480.0;86.0;2024-01-01;89.0
1559;174478;101.0;118.0;86.0;2024-01-01;96.0
1560;174537;450.0;521.0;86.0;2024-01-01;93.0
1561;174550;423.0;511.0;83.0;2024-01-01;92.0
1562;174554;386.0;449.0;86.0;2024-01-01;92.0
1563;174574;491.0;548.0;90.0;2024-01-01;94.0
1564;174585;127.0;521.0;24.0;2024-01-01;23.0
1565;174646;236.0;313.0;75.0;2024-01-01;70.0
1566;174784;401.0;465.0;86.0;2024-01-01;84.0
1567;174848;562.0;579.0;97.0;2024-01-01;95.0
1568;174856;529.0;576.0;92.0;2024-01-01;91.0
1569;174858;546.0;564.0;97.0;2024-01-01;95.0
1570;180815;518.0;560.0;93.0;2024-01-01;97.0
1571;181055;545.0;558.0;98.0;2024-01-01;97.0
1572;188256;458.0;465.0;98.0;2024-01-01;97.0
1573;191228;586.0;652.0;90.0;2024-01-01;96.0
1574;192102;340.0;429.0;79.0;2024-01-01;82.0
1575;192346;79.0;357.0;22.0;2024-01-01;22.0
1576;192699;421.0;484.0;87.0;2024-01-01;95.0
1577;192776;284.0;377.0;75.0;2024-01-01;89.0
1578;198057;287.0;416.0;69.0;2024-01-01;79.0
1579;198148;376.0;586.0;64.0;2024-01-01;88.0
1580;198615;310.0;507.0;61.0;2024-01-01;70.0
1581;1104552;412.0;503.0;82.0;2024-01-01;88.0
1582;1107970;293.0;530.0;55.0;2024-01-01;54.0
1583;1109429;481.0;593.0;81.0;2024-01-01;92.0
1584;1121948;480.0;549.0;87.0;2024-01-01;95.0
1585;1122158;312.0;350.0;89.0;2024-01-01;94.0
1586;1122974;385.0;444.0;87.0;2024-01-01;91.0
1587;1123086;531.0;630.0;84.0;2024-01-01;95.0
1588;1123756;349.0;417.0;84.0;2024-01-01;85.0
1589;1133439;490.0;526.0;93.0;2024-01-01;96.0
1590;1133810;92.0;464.0;20.0;2024-01-01;13.0
1591;1136811;238.0;463.0;51.0;2024-01-01;52.0
1592;1137070;341.0;401.0;85.0;2024-01-01;92.0
1593;1138286;309.0;373.0;83.0;2024-01-01;86.0
1594;1139285;520.0;542.0;96.0;2024-01-01;94.0
1595;1141391;346.0;421.0;82.0;2024-01-01;83.0
1596;1141398;499.0;510.0;98.0;2024-01-01;93.0
1597;1141408;472.0;537.0;88.0;2024-01-01;94.0
1598;1141411;526.0;553.0;95.0;2024-01-01;96.0
1599;1141421;412.0;476.0;87.0;2024-01-01;88.0
1600;1141431;385.0;444.0;87.0;2024-01-01;94.0
1601;1141450;279.0;364.0;77.0;2024-01-01;96.0
1602;1141456;452.0;464.0;97.0;2024-01-01;90.0
1603;1141458;311.0;339.0;92.0;2024-01-01;100.0
1604;1141459;420.0;515.0;82.0;2024-01-01;93.0
1605;1141464;405.0;417.0;97.0;2024-01-01;96.0
1606;1141470;593.0;603.0;98.0;2024-01-01;99.0
1607;1141485;412.0;524.0;79.0;2024-01-01;84.0
1608;1141487;410.0;459.0;89.0;2024-01-01;96.0
1609;1141516;344.0;430.0;80.0;2024-01-01;83.0
1610;1141518;127.0;172.0;74.0;2024-01-01;93.0
1611;1141531;440.0;498.0;88.0;2024-01-01;93.0
1612;1141555;304.0;370.0;82.0;2024-01-01;80.0
1613;1143632;243.0;284.0;86.0;2024-01-01;94.0
1614;1143942;277.0;309.0;90.0;2024-01-01;93.0
1615;1150418;430.0;524.0;82.0;2024-01-01;85.0
1616;1152605;371.0;514.0;72.0;2024-01-01;77.0
1617;1153423;386.0;433.0;89.0;2024-01-01;93.0
1618;1156190;115.0;626.0;18.0;2024-01-01;14.0
1619;1157130;436.0;487.0;90.0;2024-01-01;91.0
1620;1160161;481.0;553.0;87.0;2024-01-01;91.0
1621;1160510;220.0;248.0;89.0;2024-01-01;96.0
1622;1160512;359.0;438.0;82.0;2024-01-01;80.0
1623;1160517;373.0;403.0;93.0;2024-01-01;96.0
1624;1160518;376.0;485.0;78.0;2024-01-01;82.0
1625;1160527;318.0;357.0;89.0;2024-01-01;94.0
1626;1160535;510.0;537.0;95.0;2024-01-01;93.0
1627;1160538;545.0;559.0;97.0;2024-01-01;94.0
1628;1160541;42.0;50.0;84.0;2024-01-01;100.0
1629;1160548;530.0;568.0;93.0;2024-01-01;91.0
1630;1160552;74.0;158.0;47.0;2024-01-01;53.0
1631;1160553;243.0;255.0;95.0;2024-01-01;97.0
1632;1160556;566.0;574.0;99.0;2024-01-01;96.0
1633;1160558;135.0;516.0;26.0;2024-01-01;24.0
1634;1160559;334.0;499.0;67.0;2024-01-01;73.0
1635;1160561;20.0;99.0;20.0;2024-01-01;
1636;1160569;431.0;442.0;98.0;2024-01-01;95.0
1637;1160575;614.0;646.0;95.0;2024-01-01;93.0
1638;1160588;309.0;363.0;85.0;2024-01-01;90.0
1639;1160591;199.0;393.0;51.0;2024-01-01;65.0
1640;1160592;470.0;482.0;98.0;2024-01-01;96.0
1641;1160598;409.0;466.0;88.0;2024-01-01;87.0
1642;1160599;410.0;507.0;81.0;2024-01-01;92.0
1643;1160600;348.0;422.0;82.0;2024-01-01;91.0
1644;1160601;120.0;524.0;23.0;2024-01-01;17.0
1645;1160604;477.0;492.0;97.0;2024-01-01;96.0
1646;1160610;472.0;482.0;98.0;2024-01-01;97.0
1647;1160629;511.0;577.0;89.0;2024-01-01;92.0
1648;1160632;387.0;440.0;88.0;2024-01-01;93.0
1649;1160635;384.0;425.0;90.0;2024-01-01;95.0
